ID,baseRec_mp,baseRec_sp,red_Falldam,soul,equip_Wep_Right,equip_Subwep_Right,equip_Wep_Left,equip_Subwep_Left,equip_Helm,equip_Armer,equip_Gaunt,equip_Leg,equip_Arrow,equip_Bolt,equip_SubArrow,equip_SubBolt,equip_Accessory01,equip_Accessory02,equip_Accessory03,equip_Accessory04,pad8,elixir_material00,elixir_material01,elixir_material02,equip_Spell_01,equip_Spell_02,equip_Spell_03,equip_Spell_04,equip_Spell_05,equip_Spell_06,equip_Spell_07,item_01,item_02,item_03,item_04,item_05,item_06,item_07,item_08,item_09,item_10,npcPlayerFaceGenId,npcPlayerThinkId,baseHp,baseMp,baseSp,arrowNum,boltNum,subArrowNum,subBoltNum,pad4,soulLv,baseVit,baseWil,baseEnd,baseStr,baseDex,baseMag,baseFai,baseLuc,baseHeroPoint,baseDurability,itemNum_01,itemNum_02,itemNum_03,itemNum_04,itemNum_05,itemNum_06,itemNum_07,itemNum_08,itemNum_09,itemNum_10,pad5,gestureId0,gestureId1,gestureId2,gestureId3,gestureId4,gestureId5,gestureId6,npcPlayerType,npcPlayerDrawType,npcPlayerSex,vowType,isSyncTarget,pad,pad6,wepParamType_Right1,wepParamType_Right2,wepParamType_Right3,wepParamType_Left1,wepParamType_Left2,wepParamType_Left3,pad2,equip_Subwep_Right3,equip_Subwep_Left3,pad3,secondaryItem_01,secondaryItem_02,secondaryItem_03,secondaryItem_04,secondaryItem_05,secondaryItem_06,secondaryItemNum_01,secondaryItemNum_02,secondaryItemNum_03,secondaryItemNum_04,secondaryItemNum_05,secondaryItemNum_06,HpEstMax,MpEstMax,pad7,voiceType,reserve
6701,0,0,0,50000,-1,2000000,-1,31000000,1820000,1821100,1820200,1820300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6702,0,0,0,50000,-1,2000000,-1,31000000,1830000,1830100,1830200,1830300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6703,0,0,0,50000,-1,2000000,-1,31000000,1840000,1840100,1830200,1830300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6704,0,0,0,50000,-1,2000000,-1,31000000,1850000,1850100,1830200,1830300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6705,0,0,0,50000,-1,2000000,-1,31000000,1860000,1860100,1830200,1830300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6706,0,0,0,50000,-1,2000000,-1,31000000,-1,1870100,1830200,1830300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6707,0,0,0,50000,-1,2000000,-1,31000000,1880000,1880100,1830200,1830300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6708,0,0,0,50000,-1,2000000,-1,31000000,1980000,1980100,1980200,1830300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6709,0,0,0,50000,-1,2000000,-1,31000000,1101000,1102100,1100200,1100300,1090300,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6710,0,0,0,50000,-1,2000000,-1,31000000,-1,1930100,-1,1930300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6711,0,0,0,50000,-1,2000000,-1,31000000,1940000,1940100,-1,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6712,0,0,0,50000,-1,2000000,-1,31000000,1940000,1941100,-1,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6713,0,0,0,50000,-1,2000000,-1,31000000,1900000,-1,-1,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6714,0,0,0,50000,-1,2000000,-1,31000000,1901000,-1,-1,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6715,0,0,0,50000,-1,2000000,-1,31000000,1902000,-1,-1,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6716,0,0,0,50000,-1,2000000,-1,31000000,1910000,-1,-1,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6717,0,0,0,50000,-1,2000000,-1,31000000,1920000,-1,-1,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6718,0,0,0,50000,-1,2000000,-1,31000000,1083000,-1,-1,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6719,0,0,0,50000,-1,2000000,-1,31000000,1084000,-1,-1,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6720,0,0,0,50000,-1,2000000,-1,31000000,1085000,-1,-1,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6721,0,0,0,50000,-1,2000000,-1,31000000,-1,1950100,1950200,1950300,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6722,0,0,0,50000,-1,2000000,-1,31000000,-1,1970100,1970200,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6723,0,0,0,50000,-1,2000000,-1,31000000,1990000,1990100,-1,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6724,0,0,0,50000,-1,2000000,-1,31000000,-1,1991100,-1,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6725,0,0,0,50000,-1,2000000,-1,31000000,-1,2000100,-1,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6726,0,0,0,50000,-1,2000000,-1,31000000,-1,2001100,-1,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6727,0,0,0,50000,-1,2000000,-1,31000000,2010000,-1,-1,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6728,0,0,0,50000,-1,2000000,-1,31000000,2020000,-1,-1,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6729,0,0,0,50000,-1,2000000,-1,31000000,-1,2030000,-1,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6998,0,0,0,50000,-1,2000000,-1,31000000,-1,1960100,1960200,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
6999,0,0,0,50000,-1,2000000,-1,31000000,-1,1971100,1971200,-1,50000000,52000000,50010000,52020000,-1,-1,-1,-1,System.Byte[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,201,221,130,300,1700,800,1400,-1,-1,-1,1,0,0,0,0,99,99,99,99,System.Byte[],325,50,50,14,50,50,50,50,50,2,50,2,1,1,10,10,1,99,0,0,0,System.Byte[],0,1,2,3,4,5,6,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],3000000,41000000,System.Byte[],-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,3,System.Byte[],0,System.Byte[]
7000,0,0,0,50000,33000000,2000000,33000000,31000000,-1,121100,120200,120300,50000000,41000000,50010000,24000000,1032,5020,-1,-1,System.Byte[],-1,-1,-1,4000,-1,-1,-1,4000,6010,6421,213,233,130,300,640,1700,1400,1460,240000,218000,1,0,0,0,0,99,1,99,1,System.Byte[],285,50,50,14,50,10,50,50,50,2,50,20,20,1,10,10,10,10,10,1,1,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],34000000,34000000,System.Byte[],2040,1210,10030,9500,9501,9502,1,10,10,99,99,99,20,20,System.Byte[],0,System.Byte[]
7001,0,0,0,50000,33000000,2000000,33000000,31000000,-1,121100,120200,120300,50000000,41000000,50010000,24000000,1032,5020,-1,-1,System.Byte[],-1,-1,-1,4001,-1,-1,-1,4000,6010,6421,213,233,130,300,640,1700,1400,1460,240000,218000,1,0,0,0,0,99,1,99,1,System.Byte[],285,50,50,14,50,10,50,50,50,2,50,20,20,1,10,10,10,10,10,1,1,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],34000000,34000000,System.Byte[],2040,1210,10030,9500,9501,9502,1,10,10,99,99,99,20,20,System.Byte[],0,System.Byte[]
7002,0,0,0,50000,33000000,2000000,33000000,31000000,-1,121100,120200,120300,50000000,41000000,50010000,24000000,1032,5020,-1,-1,System.Byte[],-1,-1,-1,4010,-1,-1,-1,4000,6010,6421,213,233,130,300,640,1700,1400,1460,240000,218000,1,0,0,0,0,99,1,99,1,System.Byte[],285,50,50,14,50,10,50,50,50,2,50,20,20,1,10,10,10,10,10,1,1,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],34000000,34000000,System.Byte[],2040,1210,10030,9500,9501,9502,1,10,10,99,99,99,20,20,System.Byte[],0,System.Byte[]
7003,0,0,0,50000,33000000,2000000,33000000,31000000,-1,121100,120200,120300,50000000,41000000,50010000,24000000,1032,5020,-1,-1,System.Byte[],-1,-1,-1,4020,-1,-1,-1,4000,6010,6421,213,233,130,300,640,1700,1400,1460,240000,218000,1,0,0,0,0,99,1,99,1,System.Byte[],285,50,50,14,50,10,50,50,50,2,50,20,20,1,10,10,10,10,10,1,1,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],34000000,34000000,System.Byte[],2040,1210,10030,9500,9501,9502,1,10,10,99,99,99,20,20,System.Byte[],0,System.Byte[]
7004,0,0,0,50000,33000000,2000000,33000000,31000000,-1,121100,120200,120300,50000000,41000000,50010000,24000000,1032,5020,-1,-1,System.Byte[],-1,-1,-1,4021,-1,-1,-1,4000,6010,6421,213,233,130,300,640,1700,1400,1460,240000,218000,1,0,0,0,0,99,1,99,1,System.Byte[],285,50,50,14,50,10,50,50,50,2,50,20,20,1,10,10,10,10,10,1,1,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],34000000,34000000,System.Byte[],2040,1210,10030,9500,9501,9502,1,10,10,99,99,99,20,20,System.Byte[],0,System.Byte[]
7005,0,0,0,50000,33000000,2000000,33000000,31000000,-1,121100,120200,120300,50000000,41000000,50010000,24000000,1032,5020,-1,-1,System.Byte[],-1,-1,-1,4030,-1,-1,-1,4000,6010,6421,213,233,130,300,640,1700,1400,1460,240000,218000,1,0,0,0,0,99,1,99,1,System.Byte[],285,50,50,14,50,10,50,50,50,2,50,20,20,1,10,10,10,10,10,1,1,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],34000000,34000000,System.Byte[],2040,1210,10030,9500,9501,9502,1,10,10,99,99,99,20,20,System.Byte[],0,System.Byte[]
7006,0,0,0,50000,33000000,2000000,33000000,31000000,-1,121100,120200,120300,50000000,41000000,50010000,24000000,1032,5020,-1,-1,System.Byte[],-1,-1,-1,4040,-1,-1,-1,4000,6010,6421,213,233,130,300,640,1700,1400,1460,240000,218000,1,0,0,0,0,99,1,99,1,System.Byte[],285,50,50,14,50,10,50,50,50,2,50,20,20,1,10,10,10,10,10,1,1,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],34000000,34000000,System.Byte[],2040,1210,10030,9500,9501,9502,1,10,10,99,99,99,20,20,System.Byte[],0,System.Byte[]
7007,0,0,0,50000,33000000,2000000,33000000,31000000,-1,121100,120200,120300,50000000,41000000,50010000,24000000,1032,5020,-1,-1,System.Byte[],-1,-1,-1,4050,-1,-1,-1,4000,6010,6421,213,233,130,300,640,1700,1400,1460,240000,218000,1,0,0,0,0,99,1,99,1,System.Byte[],285,50,50,14,50,10,50,50,50,2,50,20,20,1,10,10,10,10,10,1,1,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],34000000,34000000,System.Byte[],2040,1210,10030,9500,9501,9502,1,10,10,99,99,99,20,20,System.Byte[],0,System.Byte[]
7008,0,0,0,50000,33000000,2000000,33000000,31000000,-1,121100,120200,120300,50000000,41000000,50010000,24000000,1032,5020,-1,-1,System.Byte[],-1,-1,-1,4060,-1,-1,-1,4000,6010,6421,213,233,130,300,640,1700,1400,1460,240000,218000,1,0,0,0,0,99,1,99,1,System.Byte[],285,50,50,14,50,10,50,50,50,2,50,20,20,1,10,10,10,10,10,1,1,System.Byte[],0,1,2,3,4,5,6,0,0,1,0,0,0,System.Byte[],0,0,0,0,0,0,System.Byte[],34000000,34000000,System.Byte[],2040,1210,10030,9500,9501,9502,1,10,10,99,99,99,20,20,System.Byte[],0,System.Byte[]
