ID,atkId_Bullet,sfxId_Bullet,sfxId_Hit,sfxId_Flick,life,dist,shootInterval,gravityInRange,gravityOutRange,hormingStopRange,initVellocity,accelInRange,accelOutRange,maxVellocity,minVellocity,accelTime,homingBeginDist,hitRadius,hitRadiusMax,spreadTime,expDelay,hormingOffsetRange,dmgHitRecordLifeTime,externalForce,spEffectIDForShooter,autoSearchNPCThinkID,HitBulletID,spEffectId0,spEffectId1,spEffectId2,spEffectId3,spEffectId4,numShoot,homingAngle,shootAngle,shootAngleInterval,shootAngleXInterval,damageDamp,spelDamageDamp,fireDamageDamp,thunderDamageDamp,staminaDamp,knockbackDamp,shootAngleXZ,lockShootLimitAng,pad2,prevVelocityDirRate,atkAttribute,spAttribute,Material_AttackType,Material_AttackMaterial,isPenetrateChr,isPenetrateObj,pad,launchConditionType,FollowType,EmittePosType,isAttackSFX,isEndlessHit,isPenetrateMap,isHitBothTeam,isUseSharedHitList,isUseMultiDmyPolyIfPlace,isHitOtherBulletForceEraseA,isHitOtherBulletForceEraseB,isHitForceMagic,isIgnoreSfxIfHitWater,isIgnoreMoveStateIfHitWater,isHitDarkForceMagic,dmgCalcSide,isEnableAutoHoming,isSyncBulletCulcDumypolyPos,isOwnerOverrideInitAngle,isInheritSfxToChild,darkDamageDamp,bulletSfxDeleteType_byHit,bulletSfxDeleteType_byLifeDead,targetYOffsetRange,shootAngleYMaxRandom,shootAngleXMaxRandom,intervalCreateBulletId,intervalCreateTimeMin,intervalCreateTimeMax,predictionShootObserveTime,intervalCreateWaitTime,sfxPostureType,createLimitGroupId,pad5,isInheritSpeedToChild,isDisableHitSfx_byChrAndObj,isCheckWall_byCenterRay,isHitFlare,isUseBulletWallFilter,pad1,isNonDependenceMagicForFunnleNum,isAiInterruptShootNoDamageBullet,randomCreateRadius,followOffset_BaseHeight,assetNo_Hit,lifeRandomRange,homingAngleX,ballisticCalcType,attachEffectType,seId_Bullet1,seId_Bullet2,seId_Hit,seId_Flick,howitzerShootAngleXMin,howitzerShootAngleXMax,howitzerInitMinVelocity,howitzerInitMaxVelocity,sfxId_ForceErase,bulletSfxDeleteType_byForceErase,pad3,followDmypoly_forSfxPose,followOffset_Radius,spBulletDistUpRate,nolockTargetDist,pad4
4750402,0,-1,-1,-1,2,0,0,100,100,0,0,0,0,100,100,0,0,0.2,-1,0,0,0,1,0,0,0,4750403,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750403,4750402,-1,-1,-1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,6,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750410,0,-1,-1,-1,2,0,0,100,100,0,0,0,0,100,100,0,0,0.2,-1,0,0,0,1,0,0,0,4750411,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750411,4750410,-1,-1,-1,0.15,1,0,0,0,0,0,0,0,0,0,0,0,4.5,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750413,0,-1,-1,-1,2,0,0,100,100,0,0,0,0,100,100,0,0,0.2,-1,0,0,0,1,0,0,0,4750414,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750414,4750413,-1,-1,-1,0.15,1,0,0,0,0,0,0,0,0,0,0,0,9,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750416,0,-1,-1,-1,0.12,0,0,0,0,0,50,0,0,50,50,0,0,0.2,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,10,0,0,36,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750417,0.05,0.05,0,0.02,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750417,0,-1,647563,-1,0.1,0,0,999,999,0,0,0,0,999,0,0,0,0.1,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750418,0,-1,-1,-1,0.24,0,0,0,0,0,50,0,0,50,50,0,0,0.2,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,15,0,0,24,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750419,0.05,0.05,0,0.02,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750419,0,-1,647564,-1,0.1,0,0,999,999,0,0,0,0,999,0,0,0,0.1,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750450,4750450,647530,-1,-1,2,30,0,30,30,1.5,20,0,0,20,20,0,0,1.2,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,130,40,0,0,0,0,0,0,0,0,0,120,System.Byte[],0,254,254,254,254,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750451,4750451,647540,-1,-1,2,30,0,30,30,1,20,0,0,20,20,0,0,1.2,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,150,40,0,0,0,0,0,0,0,0,0,120,System.Byte[],0,254,254,254,254,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750462,0,-1,-1,-1,2,0,0,100,100,0,0,0,0,100,100,0,0,0.2,-1,0,0,0,1,0,0,0,4750463,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750463,4750462,647542,-1,-1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2.6,-1,0,0,0,5,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750470,4750470,647530,-1,-1,2,30,0,30,30,1.5,20,0,0,20,20,0,0,1.2,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,90,25,0,0,0,0,0,0,0,0,0,90,System.Byte[],0,254,254,254,254,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750471,4750471,647540,-1,-1,2,30,0,30,30,1,20,0,0,20,20,0,0,1.2,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,110,25,0,0,0,0,0,0,0,0,0,90,System.Byte[],0,254,254,254,254,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750490,4750490,647572,647573,-1,3,4,0,25,25,4,10,0,0,10,10,0,0,0.5,-1,0,0,0,30,0,0,0,4750492,0,0,0,0,0,9,0,10,0,5,0,0,0,0,0,0,40,0,System.Byte[],0,254,254,254,254,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,30,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750491,4750490,647572,647573,-1,3,8,0,12,12,4,12,0,0,12,12,0,0,0.5,-1,0,0,0,30,0,0,0,4750492,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,30,0,System.Byte[],0,254,254,254,254,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750492,4750490,-1,-1,-1,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0.2,0,0,5,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750550,0,-1,-1,-1,2,0,0,100,100,0,0,0,0,100,100,0,0,0.2,-1,0,0,0,1,0,0,0,4750551,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750551,4750550,-1,-1,-1,0.15,1,0,0,0,0,0,0,0,0,0,0,0,4.5,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750553,0,-1,-1,-1,2,0,0,100,100,0,0,0,0,100,100,0,0,0.2,-1,0,0,0,1,0,0,0,4750554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750554,4750553,-1,-1,-1,0.15,1,0,0,0,0,0,0,0,0,0,0,0,9,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750556,0,-1,-1,-1,0.12,0,0,0,0,0,50,0,0,50,50,0,0,0.2,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,10,0,0,36,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750557,0.05,0.05,0,0.02,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750557,0,-1,647563,-1,0.1,0,0,999,999,0,0,0,0,999,0,0,0,0.1,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750558,0,-1,-1,-1,0.24,0,0,0,0,0,50,0,0,50,50,0,0,0.2,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,15,0,0,24,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4750559,0.05,0.05,0,0.02,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750559,0,-1,647564,-1,0.1,0,0,999,999,0,0,0,0,999,0,0,0,0.1,-1,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750800,0,-1,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750805,0,-1,-1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,3,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4750900,4,-1,-1,-1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.02,-1,0,0,0,0,0,14768,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4760051,1,-1,-1,-1,0.8,1,0,0,0,0,85,0,0,85,85,0,0,0.1,0.1,0,0,0,1,0,0,0,-1,0,0,0,0,0,5,0,-13,5,0,0,0,0,0,0,0,10,40,System.Byte[],0,254,254,254,254,1,1,0,4,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4760052,0.05,0.05,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4760052,1,-1,-1,-1,2,999,0,999,999,0,0,0,0,999,0,0,0,0.1,0.1,0,0,0,1,0,0,0,4760053,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4760053,1,-1,-1,-1,0.04,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4760054,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4760054,4760051,647610,-1,-1,0.04,1,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,0,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,2,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,476000011,476000111,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4760062,4760062,-1,-1,-1,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3.5,0.1,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4760080,0,647621,-1,-1,30,100,0,0,0,5,5,100,-2,180,5,0.3,0,0.4,-1,0,0,0,0,0,0,0,4760081,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,70,System.Byte[],0,254,254,254,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.8,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,1,0,0,-1,0,-1,0,0,476000015,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4760081,4760080,647622,-1,-1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1.8,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,476000016,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4760090,1,647631,-1,-1,0.7,100,0,1,6,0,5,2,-2,10,5,0.2,0,0.3,-1,0,0,0,1,0,0,0,4760091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,System.Byte[],0,254,254,254,254,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,1,0,0,-1,0,-1,0,0,476000017,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4760091,1,647631,-1,-1,0.3,100,0,10,10,3.5,3,0,0,3,3,0,0,0.3,-1,0,0,0,0,0,0,0,4760092,0,0,0,0,0,1,70,0,0,0,0,0,0,0,0,0,-30,180,System.Byte[],0,254,254,254,254,0,1,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,1,0,0,-1,0,-1,0,0,476000017,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4760092,0,647631,-1,-1,30,100,0,0,0,0,3,0,0,3,3,0,0,0.3,6,2,0,0,0,0,0,0,4760093,0,0,0,0,0,1,360,0,0,0,0,0,0,0,0,0,0,180,System.Byte[],0,254,254,254,254,0,1,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,1,0,0,-1,0,-1,0,0,476000017,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4760093,1,647632,-1,-1,1.2,0,0,0,0,0,2,0,0,2,2,0,0,0.3,-1,0,0,0,0,0,0,0,4760094,0,0,0,0,0,1,360,0,0,0,0,0,0,0,0,0,0,180,System.Byte[],0,254,254,254,254,0,1,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.8,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,1,0,0,0,1,0,0,-1,0,-1,0,0,476000018,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4760094,4760090,647633,-1,-1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,5.7,0.05,0,0,0,0,0,0,4760095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,476000019,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4760095,0,-1,-1,-1,3,0,0,999,999,0,0.1,0,0,999,0.1,0,0,0.1,-1,0,0,0,0,0,0,0,4760096,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4760096,1,-1,-1,-1,0.15,0,0,0,0,0,90,0,0,90,90,0,0,0.3,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,20,0,0,18,0,0,0,0,0,0,0,25,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,4760097,0.05,0.05,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
4760097,0,-1,-1,-1,3,0,0,999,999,0,0.1,0,0,999,0.1,0,0,0.1,-1,0,0,0,0,0,0,0,4760098,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,System.Byte[],0,254,254,254,254,1,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,System.Byte[],0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,0,0,-1,0,System.Byte[],-1,0,1,0,System.Byte[]
