ID,lv01_BorderDist,lv01_PlayDist,lv12_BorderDist,lv12_PlayDist,lv23_BorderDist,lv23_PlayDist,lv34_BorderDist,lv34_PlayDist,lv45_BorderDist,lv45_PlayDist,tex_lv01_BorderDist,tex_lv01_PlayDist,enableCrossFade,drawDist,drawFadeRange,shadowDrawDist,shadowFadeRange,motionBlur_BorderDist,isPointLightShadowSrc,isDirLightShadowSrc,isShadowDst,isShadowOnly,drawByReflectCam,drawOnlyReflectCam,IncludeLodMapLv,isNoFarClipDraw,lodType,shadowDrawLodOffset,isTraceCameraXZ,isSkydomeDrawPhase,DistantViewModel_BorderDist,DistantViewModel_PlayDist,LimtedActivate_BorderDist_forGrid,LimtedActivate_PlayDist_forGrid,zSortOffsetForNoFarClipDraw,shadowDrawAlphaTestDist,fowardDrawEnvmapBlendType,LBDrawDistScaleParamID,resereve
2923,9999,1,9999,2,9999,0,9999,0,9999,0,128,5,1,9999,10,256,10,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,64,10,0,9999,0,20,System.Byte[]
2924,50,1,9999,2,9999,0,9999,0,9999,0,75,5,1,256,10,50,10,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2925,9999,12,9999,2,9999,0,9999,0,9999,0,512,1,1,9999,10,256,10,20,0,1,1,0,0,0,2,0,1,1,0,0,30,5,128,10,0,9999,0,20,System.Byte[]
2930,9998,10,9999,10,9999,0,9999,0,9999,0,80,5,0,256,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
2940,100,1,500,2,1750,0,3500,0,9999,0,9999,5,1,9999,0,9999,10,20,0,0,1,0,0,0,0,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
3000,9999,1,9999,2,9999,0,9999,0,9999,0,128,5,1,9999,10,256,10,20,0,1,1,0,0,0,0,0,1,0,0,0,30,5,48,10,0,9999,0,20,System.Byte[]
3148,9998,10,9999,10,9999,0,9999,0,9999,0,9999,1,1,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,80,8,-1,10,0,9999,0,20,System.Byte[]
3150,9998,10,9999,10,9999,0,9999,0,9999,0,9999,1,1,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,120,10,-1,10,0,9999,0,20,System.Byte[]
3151,9998,10,9999,10,9999,0,9999,0,9999,0,9999,1,1,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,160,10,-1,10,0,9999,0,20,System.Byte[]
3152,9998,10,9999,10,9999,0,9999,0,9999,0,9999,1,1,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,200,10,-1,10,0,9999,0,20,System.Byte[]
3154,9998,10,9999,10,9999,0,9999,0,9999,0,9999,1,1,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,256,10,-1,10,0,9999,0,20,System.Byte[]
3155,9998,10,9999,10,9999,0,9999,0,9999,0,9999,1,1,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,300,10,-1,10,0,9999,0,20,System.Byte[]
3160,9998,10,9999,10,9999,0,9999,0,9999,0,9999,1,1,9999,0,9999,0,20,0,1,1,0,0,0,0,0,1,0,0,0,512,10,-1,10,0,9999,0,20,System.Byte[]
9945,10,3,40,3,80,3,150,3,512,3,1024,1,1,2048,20,256,10,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
9995,9999,10,9999,10,9999,0,9999,0,9999,0,9999,0,0,9999,0,9999,0,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
9998,2500,15,3000,2,9999,0,9999,0,9999,0,1024,5,1,9999,0,9999,0,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
9999,800,15,3000,2,9999,0,9999,0,9999,0,1024,5,1,9999,0,9999,0,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,-1,10,0,9999,0,20,System.Byte[]
10000,15,1,30,2,9999,0,9999,0,9999,0,30,1,0,9999,0,9999,0,20,0,1,1,0,0,0,1,0,0,0,0,0,30,5,-1,10,0,9999,0,0,System.Byte[]
10001,15,1,30,2,9999,0,9999,0,9999,0,30,1,0,9999,0,9999,0,20,0,1,1,0,0,0,2,0,0,0,0,0,30,5,-1,10,0,9999,0,0,System.Byte[]
10010,9998,10,9999,10,9999,0,9999,0,9999,0,9999,0,0,9999,0,9999,0,20,0,1,1,0,0,0,-1,0,0,0,0,0,30,5,-1,10,0,9999,0,0,System.Byte[]
10011,9998,10,9999,10,9999,0,9999,0,9999,0,0,0,0,9999,0,9999,0,20,0,1,1,0,0,0,-1,0,0,0,0,0,30,5,-1,10,0,9999,0,0,System.Byte[]
10020,9998,10,9999,10,9999,0,9999,0,9999,0,0,0,0,9999,0,9999,0,20,0,1,1,0,0,0,-1,0,0,0,0,0,30,5,30,5,0,9999,0,0,System.Byte[]
10021,9998,10,9999,10,9999,0,9999,0,9999,0,9999,0,0,9999,0,9999,0,20,0,1,1,0,0,0,-1,1,0,0,1,1,30,5,-1,10,2048,9999,0,0,System.Byte[]
20000,9998,20,9999,20,9999,0,9999,0,9999,0,9999,1,1,9999,0,1,0,20,0,1,1,0,0,0,2,0,1,0,0,0,30,5,118,10,0,1,0,20,System.Byte[]
20001,30,10,60,30,9999,0,9999,0,9999,0,60,1,1,250,20,250,10,0,0,1,1,0,0,0,0,0,1,1,0,0,30,5,-1,10,0,90,0,4,System.Byte[]
20002,30,10,60,30,9999,0,9999,0,9999,0,60,1,1,250,20,250,10,0,0,1,1,0,0,0,0,0,1,1,0,0,30,5,-1,10,0,90,0,6,System.Byte[]
20003,30,10,60,30,9999,0,9999,0,9999,0,60,1,1,250,20,250,10,0,0,1,1,0,0,0,0,0,1,1,0,0,30,5,-1,10,0,90,0,8,System.Byte[]
30000,1000,1,2000,2,9999,0,9999,0,9999,0,0,1,0,9999,0,9999,0,20,0,1,1,0,0,0,-1,0,0,0,0,0,30,5,-1,10,0,9999,0,0,System.Byte[]
99998,9998,10,9999,10,9999,0,9999,0,9999,0,0,0,0,9999,0,9999,0,20,0,1,1,0,0,0,-1,0,0,0,0,0,30,5,30,5,0,9999,0,0,System.Byte[]
99999,1000,1,2000,2,9999,0,9999,0,9999,0,0,1,0,9999,0,9999,0,20,0,1,1,0,0,0,-1,0,0,0,0,0,30,5,-1,10,0,9999,0,0,System.Byte[]
