ID,textureId,dmypolyId,pitchAngle,yawAngle,nearDistance,farDistance,nearSize,farSize,maskSpeffectId,pad_10,replaceTextureId_byMaterial,dmypolyCategory,pad_05,useDeferredDecal,usePaintDecal,bloodTypeEnable,bUseNormal,pad_08,pad_09,usePom,useEmissive,putVertical,randomSizeMin,randomSizeMax,randomRollMin,randomRollMax,randomPitchMin,randomPitchMax,randomYawMin,randomYawMax,pomHightScale,pomSampleMin,pomSampleMax,blendMode,appearDirType,emissiveValueBegin,emissiveValueEnd,emissiveTime,bIntpEnable,pad_01,intpIntervalDist,beginIntpTextureId,endIntpTextureId,appearSfxId,appearSfxOffsetPos,maskTextureId,diffuseTextureId,reflecTextureId,maskScale,normalTextureId,heightTextureId,emissiveTextureId,diffuseColorR,diffuseColorG,diffuseColorB,pad_03,reflecColorR,reflecColorG,reflecColorB,bLifeEnable,siniScale,lifeTimeSec,fadeOutTimeSec,priority,bDistThinOutEnable,bAlignedTexRandomVariationEnable,distThinOutCheckDist,distThinOutCheckAngleDeg,distThinOutMaxNum,distThinOutCheckNum,delayAppearFrame,randVaria_Diffuse,randVaria_Mask,randVaria_Reflec,pad_12,randVaria_Normal,randVaria_Height,randVaria_Emissive,pad_11,fadeInTimeSec,thinOutOverlapMultiRadius,thinOutNeighborAddRadius,thinOutOverlapLimitNum,thinOutNeighborLimitNum,thinOutMode,emissiveColorR,emissiveColorG,emissiveColorB,maxDecalSfxCreatableSlopeAngleDeg,pad_02
619003,-1,-1,0,0,-5,10,10,15,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,180,-180,180,0,0,0,0,1,8,64,1,0,10,0,5,0,System.Byte[],0.01,-1,-1,645007,0,30000,100000,100000,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,10,3,-1,0,0,20,60,2,5,0,0,0,0,0,0,0,0,0,1,0.3,1,0,30,1,255,255,255,30,System.Byte[]
619004,-1,-1,0,0,-5,10,10,15,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,180,-180,180,0,0,0,0,1,8,64,1,0,10,0,5,0,System.Byte[],0.01,-1,-1,645007,0,30000,100000,100000,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,10,3,-1,0,0,20,60,2,5,0,0,0,0,0,0,0,0,0,1,0.3,1,0,30,1,255,255,255,30,System.Byte[]
619005,-1,-1,0,0,-5,10,10,15,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,180,-180,180,0,0,0,0,1,8,64,1,0,10,0,5,0,System.Byte[],0.01,-1,-1,645007,0,30000,100000,100000,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,10,3,-1,0,0,20,60,2,5,0,0,0,0,0,0,0,0,0,1,0.3,1,0,30,1,255,255,255,30,System.Byte[]
619006,-1,-1,0,0,-5,10,10,15,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,180,-180,180,0,0,0,0,1,8,64,1,0,10,0,5,0,System.Byte[],0.01,-1,-1,645007,0,30000,100000,100000,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,10,3,-1,0,0,20,60,2,5,0,0,0,0,0,0,0,0,0,1,0.3,1,0,30,1,255,255,255,30,System.Byte[]
619007,-1,-1,0,0,-5,10,10,15,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,180,-180,180,0,0,0,0,1,8,64,1,0,10,0,5,0,System.Byte[],0.01,-1,-1,645007,0,30000,100000,100000,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,10,3,-1,0,0,20,60,2,5,0,0,0,0,0,0,0,0,0,1,0.3,1,0,30,1,255,255,255,30,System.Byte[]
619008,-1,-1,0,0,-5,10,10,15,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,180,-180,180,0,0,0,0,1,8,64,1,0,10,0,5,0,System.Byte[],0.01,-1,-1,645007,0,30000,100000,100000,1,100000,-1,5200530,0,0,0,System.Byte[],0,0,0,1,0,10,3,-1,0,0,20,60,2,5,0,0,0,0,0,0,0,0,0,1,0.3,1,0,30,1,255,255,255,30,System.Byte[]
660520,100000,-1,-90,-100,-10,40,15,30,-1,0,0,0,0,1,0,1,1,0,0,0,0,0,100,100,130,130,110,110,-30,-30,1,8,64,1,1,0,0,0,1,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,0.9,5421500,-1,-1,188,15,15,System.Byte[],90,7,7,1,0.9,30,5,0,0,0,1,10,2,5,0,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
810001,-1,-1,0,0,-2,5,1,1,-1,0,0,0,0,1,1,1,0,0,0,0,1,0,100,100,-180,180,0,0,0,0,1,8,64,1,0,40,0,15,1,System.Byte[],0.05,-1,-1,-1,0,170100,10,10,1,-1,-1,-1,18,2,2,System.Byte[],200,5,5,0,1,60,10,0,1,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
810101,-1,-1,0,0,-2,5,1,1,-1,0,0,0,0,1,1,1,0,0,0,0,1,0,100,100,-180,180,0,0,0,0,1,8,64,1,0,40,0,15,1,System.Byte[],0.05,-1,-1,-1,0,180000,10,10,1,-1,-1,-1,18,2,2,System.Byte[],200,5,5,0,1,60,10,0,1,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
811201,-1,-1,0,0,-2,5,1,1,-1,0,0,0,0,1,1,1,0,0,0,0,1,0,100,100,-180,180,0,0,0,0,1,8,64,1,0,40,0,15,1,System.Byte[],0.05,-1,-1,-1,0,180000,10,10,1,-1,-1,-1,18,2,2,System.Byte[],200,5,5,0,1,60,10,0,1,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
811211,-1,-1,0,0,-2,5,1,1,-1,0,0,0,0,1,1,1,0,0,0,0,1,0,100,100,-180,180,0,0,0,0,1,8,64,1,0,40,0,15,1,System.Byte[],0.05,-1,-1,-1,0,180000,10,10,1,-1,-1,-1,18,2,2,System.Byte[],200,5,5,0,1,60,10,0,1,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
820001,-1,-1,0,0,-2,5,1,1,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,100,100,-180,180,0,0,0,0,1,8,64,1,0,40,0,15,0,System.Byte[],0.05,-1,-1,-1,0,180000,10,10,1,-1,-1,-1,18,2,2,System.Byte[],200,5,5,0,1,60,10,0,1,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
820101,-1,-1,0,180,-1,10,1,3,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,100,100,-180,180,0,0,0,0,1,8,64,1,0,40,0,15,0,System.Byte[],0.05,-1,-1,-1,0,180000,10,10,1,-1,-1,-1,18,2,2,System.Byte[],200,5,5,0,1,60,10,0,1,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
821200,-1,-1,0,0,-1,10,1.5,1.5,-1,0,0,0,0,1,0,1,0,0,0,0,1,1,100,100,-180,180,-5,-5,-5,-5,1,8,64,1,0,40,0,15,0,System.Byte[],0.05,-1,-1,-1,0,190000,10,10,1,-1,-1,-1,18,2,2,System.Byte[],200,5,5,0,1,60,10,0,0,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
821201,-1,-1,0,0,-1,10,3,3,-1,0,0,0,0,1,0,1,0,0,0,0,1,1,100,100,-180,180,-5,5,-5,5,1,8,64,1,1,40,0,15,0,System.Byte[],0.05,-1,-1,-1,0,190000,10,10,1,-1,-1,-1,18,2,2,System.Byte[],200,5,5,0,1,60,10,0,0,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
821210,-1,-1,0,0,-1,15,1.5,1.5,-1,0,0,0,0,1,0,1,0,0,0,0,1,1,100,150,-180,180,-5,5,-5,5,1,8,64,1,1,40,0,15,0,System.Byte[],0.05,-1,-1,-1,0,180000,10,10,1,-1,-1,-1,18,2,2,System.Byte[],200,5,5,0,1,60,10,0,0,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
821211,-1,-1,0,0,-1,15,3,3,-1,0,0,0,0,1,0,1,0,0,0,0,1,1,100,150,-180,180,-5,5,-5,5,1,8,64,1,1,40,0,15,0,System.Byte[],0.05,-1,-1,-1,0,180000,10,10,1,-1,-1,-1,18,2,2,System.Byte[],200,5,5,0,1,60,10,0,0,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
821220,-1,-1,0,0,-1,15,1.5,1.5,-1,0,0,0,0,1,0,1,0,0,0,0,1,1,100,150,-180,180,-5,5,-5,5,1,8,64,1,1,40,0,15,0,System.Byte[],0.05,-1,-1,-1,0,170100,10,10,1,-1,-1,-1,18,2,2,System.Byte[],200,5,5,0,1,60,10,0,0,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
821221,-1,-1,0,0,-1,15,3,3,-1,0,0,0,0,1,0,1,0,0,0,0,1,1,100,150,-180,180,-5,5,-5,5,1,8,64,1,1,40,0,15,0,System.Byte[],0.05,-1,-1,-1,0,170100,10,10,1,-1,-1,-1,18,2,2,System.Byte[],200,5,5,0,1,60,10,0,0,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
100300020,-1,-1,-90,0,-0.5,5,2,2,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,100,125,-180,180,0,0,0,0,1,8,64,1,1,0,0,0,0,System.Byte[],0.05,-1,-1,-1,0,100000,100000,100000,1,-1,-1,-1,3,7,2,System.Byte[],255,255,255,0,1,60,3,0,0,1,1,10,2,5,0,0,5,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
100360000,-1,-1,0,0,-0.5,5,0.6,3,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,100,100,0,0,0,0,0,0,1,8,64,1,0,40,0,15,0,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,1,5421500,-1,-1,3,7,2,System.Byte[],255,255,255,0,1,180,30,0,0,0,1,10,2,5,3,0,5,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
100400010,100000,-1,-90,-90,-1,2,1.5,8,-1,0,0,0,0,1,0,1,1,0,0,0,1,0,100,100,0,180,0,0,0,0,1,8,64,1,1,1.5,0,15,1,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,0.5,5421500,-1,-1,96,96,96,System.Byte[],48,48,48,1,0.9,6,2,0,1,0,1,10,2,5,0,0,4,0,0,0,0,0,0,0.1,1,10,3,5,0,255,255,255,-1,System.Byte[]
100400011,100000,-1,-90,-90,-1,2,2.5,12,-1,0,0,0,0,1,0,1,1,0,0,0,1,0,100,100,0,180,0,0,0,0,1,8,64,1,1,1.5,0,15,1,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,0.5,5421500,-1,-1,96,96,96,System.Byte[],48,48,48,1,0.9,6,2,0,1,0,1,10,2,5,0,0,4,0,0,0,0,0,0,0.1,1,10,3,5,0,255,255,255,-1,System.Byte[]
100400012,100000,-1,-90,-90,-1,2,3.5,16,-1,0,0,0,0,1,0,1,1,0,0,0,1,0,100,100,0,180,0,0,0,0,1,8,64,1,1,1.5,0,15,1,System.Byte[],0.05,-1,-1,-1,0,100010,100000,100000,0.5,5421500,-1,-1,96,96,96,System.Byte[],48,48,48,1,0.9,6,2,0,1,0,1,10,2,5,0,0,4,0,0,0,0,0,0,0.1,1,10,3,5,0,255,255,255,-1,System.Byte[]
100435505,100000,-1,-90,-90,-3,1,4,4,-1,0,0,0,0,1,0,1,1,0,0,0,1,0,100,100,0,180,-20,20,-20,20,1,8,64,1,1,1.5,0,15,0,System.Byte[],0.05,-1,-1,-1,0,5500500,210000,100000,0.5,5421500,-1,-1,96,96,96,System.Byte[],48,48,48,1,0.9,6,2,0,1,0,1,10,2,5,0,0,0,0,0,0,0,0,0,2,0.5,3,25,50,1,255,255,255,-1,System.Byte[]
100800001,-1,-1,0,0,-2,5,1,1,-1,0,0,0,0,1,1,1,0,0,0,0,1,0,100,100,-180,180,0,0,0,0,1,8,64,1,0,40,0,15,1,System.Byte[],0.05,-1,-1,-1,0,170100,10,10,1,-1,-1,-1,18,2,2,System.Byte[],200,5,5,0,1,60,10,0,1,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
100801001,-1,-1,0,0,-2,5,1,1,-1,0,0,0,0,1,1,1,0,0,0,0,1,0,100,100,-180,180,0,0,0,0,1,8,64,1,0,40,0,15,1,System.Byte[],0.05,-1,-1,-1,0,180000,10,10,1,-1,-1,-1,18,2,2,System.Byte[],200,5,5,0,1,60,10,0,1,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
100812001,-1,-1,0,0,-2,5,1,1,-1,0,0,0,0,1,1,1,0,0,0,0,1,0,100,100,-180,180,0,0,0,0,1,8,64,1,0,40,0,15,1,System.Byte[],0.05,-1,-1,-1,0,180000,10,10,1,-1,-1,-1,18,2,2,System.Byte[],200,5,5,0,1,60,10,0,1,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
100812011,-1,-1,0,0,-2,5,1,1,-1,0,0,0,0,1,1,1,0,0,0,0,1,0,100,100,-180,180,0,0,0,0,1,8,64,1,0,40,0,15,1,System.Byte[],0.05,-1,-1,-1,0,180000,10,10,1,-1,-1,-1,18,2,2,System.Byte[],200,5,5,0,1,60,10,0,1,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
100820001,-1,-1,0,0,-2,5,1,1,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,100,100,-180,180,0,0,0,0,1,8,64,1,0,40,0,15,0,System.Byte[],0.05,-1,-1,-1,0,180000,10,10,1,-1,-1,-1,3,7,2,System.Byte[],128,128,128,0,1,60,10,0,1,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
100820101,-1,-1,0,180,-1,10,1,3,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,100,100,-180,180,0,0,0,0,1,8,64,1,0,40,0,15,0,System.Byte[],0.05,-1,-1,-1,0,180000,10,10,1,-1,-1,-1,3,7,2,System.Byte[],128,128,128,0,1,60,10,0,1,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
100821200,-1,-1,0,0,-1,10,1.5,1.5,-1,0,0,0,0,1,0,1,0,0,0,0,0,1,100,100,-180,180,-5,-5,-5,-5,1,8,64,1,0,40,0,15,0,System.Byte[],0.05,-1,-1,-1,0,190000,10,10,1,-1,-1,-1,3,7,2,System.Byte[],128,128,128,0,1,60,10,0,0,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
100821201,-1,-1,0,0,-1,10,3,3,-1,0,0,0,0,1,0,1,0,0,0,0,0,1,100,100,-180,180,-5,5,-5,5,1,8,64,1,1,40,0,15,0,System.Byte[],0.05,-1,-1,-1,0,190000,10,10,1,-1,-1,-1,3,7,2,System.Byte[],128,128,128,0,1,60,10,0,0,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
100821210,-1,-1,0,0,-1,15,1.5,1.5,-1,0,0,0,0,1,0,1,0,0,0,0,0,1,100,150,-180,180,-5,5,-5,5,1,8,64,1,1,40,0,15,0,System.Byte[],0.05,-1,-1,-1,0,180000,10,10,1,-1,-1,-1,3,7,2,System.Byte[],128,128,128,0,1,60,10,0,0,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
100821211,-1,-1,0,0,-1,15,3,3,-1,0,0,0,0,1,0,1,0,0,0,0,0,1,100,150,-180,180,-5,5,-5,5,1,8,64,1,1,40,0,15,0,System.Byte[],0.05,-1,-1,-1,0,180000,10,10,1,-1,-1,-1,3,7,2,System.Byte[],128,128,128,0,1,60,10,0,0,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
100821220,-1,-1,0,0,-1,15,1.5,1.5,-1,0,0,0,0,1,0,1,0,0,0,0,0,1,100,150,-180,180,-5,5,-5,5,1,8,64,1,1,40,0,15,0,System.Byte[],0.05,-1,-1,-1,0,170100,10,10,1,-1,-1,-1,3,7,2,System.Byte[],128,128,128,0,1,60,10,0,0,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
100821221,-1,-1,0,0,-1,15,3,3,-1,0,0,0,0,1,0,1,0,0,0,0,0,1,100,150,-180,180,-5,5,-5,5,1,8,64,1,1,40,0,15,0,System.Byte[],0.05,-1,-1,-1,0,170100,10,10,1,-1,-1,-1,3,7,2,System.Byte[],128,128,128,0,1,60,10,0,0,1,1,10,2,5,3,0,0,0,0,0,0,0,0,0,1,10,5,50,0,255,255,255,-1,System.Byte[]
300003101,-1,-1,-90,0,-0.1,0.45,0.35,0.35,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,100,0,0,0,0,0,0,0,8,64,1,0,40,0,15,0,System.Byte[],0.01,-1,-1,-1,0,100000000,210000,9900000,1,100000000,-1,-1,54,39,28,System.Byte[],10,10,10,1,1,30,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300003111,-1,-1,-90,0,-0.1,0.45,0.375,0.375,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,100,0,0,0,0,0,0,0,8,64,1,0,40,0,15,0,System.Byte[],0.01,-1,-1,-1,0,100001000,210000,9900000,1,100001000,-1,-1,54,39,28,System.Byte[],10,10,10,1,1,30,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300003121,-1,-1,-90,0,-25,1,0.25,0.25,-1,0,0,0,0,1,0,0,1,0,0,0,0,0,100,120,0,0,0,0,0,0,0,8,64,1,0,0,0,0,0,System.Byte[],0.01,-1,-1,-1,0,100002000,210000,9900000,1,100002000,-1,-1,54,39,28,System.Byte[],10,10,10,1,1,200,30,0,0,1,0,0,1,1,0,0,3,0,0,3,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300005101,-1,-1,-90,0,-0.1,0.45,0.35,0.35,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,100,0,0,0,0,0,0,0,8,64,1,0,40,0,15,0,System.Byte[],0.01,-1,-1,-1,0,100000000,210000,9900000,1,100000000,-1,-1,21,15,11,System.Byte[],10,10,10,1,1,30,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300005111,-1,-1,-90,0,-0.1,0.45,0.375,0.375,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,100,0,0,0,0,0,0,0,8,64,1,0,40,0,15,0,System.Byte[],0.01,-1,-1,-1,0,100001000,210000,9900000,1,100001000,-1,-1,21,15,11,System.Byte[],10,10,10,1,1,30,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300005121,-1,-1,-90,0,-25,1,0.25,0.25,-1,0,0,0,0,1,0,0,1,0,0,0,0,0,100,120,0,0,0,0,0,0,0,8,64,1,0,0,0,0,0,System.Byte[],0.01,-1,-1,-1,0,100002000,210000,9900000,1,100002000,-1,-1,21,15,11,System.Byte[],10,10,10,1,1,200,30,0,0,1,0,0,1,1,0,0,3,0,0,3,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300013101,-1,-1,-90,0,-0.1,0.45,0.35,0.35,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,100,0,0,0,0,0,0,0,8,64,1,0,40,0,15,0,System.Byte[],0.01,-1,-1,-1,0,100000000,210000,9900000,1,100000000,-1,-1,10,10,10,System.Byte[],10,10,10,1,1,30,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300013111,-1,-1,-90,0,-0.1,0.45,0.375,0.375,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,100,0,0,0,0,0,0,0,8,64,1,0,40,0,15,0,System.Byte[],0.01,-1,-1,-1,0,100001000,210000,9900000,1,100001000,-1,-1,10,10,10,System.Byte[],10,10,10,1,1,30,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300013121,-1,-1,-90,0,-25,1,0.25,0.25,-1,0,0,0,0,1,0,0,1,0,0,0,0,0,100,120,0,0,0,0,0,0,0,8,64,1,0,0,0,0,0,System.Byte[],0.01,-1,-1,-1,0,100002000,210000,9900000,1,100002000,-1,-1,10,10,10,System.Byte[],10,10,10,1,1,200,30,0,0,1,0,0,1,1,0,0,3,0,0,3,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300013121,-1,-1,-90,0,-25,1,0.25,0.25,-1,0,0,0,0,1,0,0,1,0,0,0,0,0,100,120,0,0,0,0,0,0,0,8,64,1,0,0,0,0,0,System.Byte[],0.01,-1,-1,-1,0,100002000,210000,9900000,1,100002000,-1,-1,10,10,10,System.Byte[],10,10,10,1,1,200,30,0,0,1,0,0,1,1,0,0,3,0,0,3,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300021101,-1,-1,-90,0,-0.1,0.45,0.35,0.35,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,100,0,0,0,0,0,0,0,8,64,1,0,40,0,15,0,System.Byte[],0.01,-1,-1,-1,0,100000000,210000,9900000,1,100000000,-1,-1,10,10,10,System.Byte[],10,10,10,1,1,30,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300021111,-1,-1,-90,0,-0.1,0.45,0.375,0.375,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,100,0,0,0,0,0,0,0,8,64,1,0,40,0,15,0,System.Byte[],0.01,-1,-1,-1,0,100001000,210000,9900000,1,100001000,-1,-1,10,10,10,System.Byte[],10,10,10,1,1,30,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300043100,-1,-1,-90,0,-0.1,0.45,0.175,0.175,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,100,0,0,0,0,0,0,0,8,64,1,0,40,0,15,0,System.Byte[],0.01,-1,-1,-1,0,100000000,210000,9900000,1,100000000,-1,-1,10,10,10,System.Byte[],10,10,10,1,1,200,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300043101,-1,-1,-90,0,-0.1,0.45,0.35,0.35,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,100,0,0,0,0,0,0,0,8,64,1,0,40,0,15,0,System.Byte[],0.01,-1,-1,-1,0,100000000,210000,9900000,1,100000000,-1,-1,10,10,10,System.Byte[],10,10,10,1,1,30,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300043102,-1,-1,-90,0,-0.1,0.45,0.525,0.525,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,100,0,0,0,0,0,0,0,8,64,1,0,40,0,15,0,System.Byte[],0.01,-1,-1,-1,0,100000000,210000,9900000,1,100000000,-1,-1,10,10,10,System.Byte[],10,10,10,1,1,200,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300043103,-1,-1,-90,0,-0.1,0.45,0.7,0.7,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,100,0,0,0,0,0,0,0,8,64,1,0,40,0,15,0,System.Byte[],0.01,-1,-1,-1,0,100000000,210000,9900000,1,100000000,-1,-1,10,10,10,System.Byte[],10,10,10,1,1,200,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300043104,-1,-1,-90,0,-0.1,0.45,1.05,1.05,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,100,0,0,0,0,0,0,0,8,64,1,0,40,0,15,0,System.Byte[],0.01,-1,-1,-1,0,100000000,210000,9900000,1,100000000,-1,-1,10,10,10,System.Byte[],10,10,10,1,1,200,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300043105,-1,-1,-90,0,-0.1,0.45,1.5,1.5,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,100,0,0,0,0,0,0,0,8,64,1,0,40,0,15,0,System.Byte[],0.01,-1,-1,-1,0,100000000,210000,9900000,1,100000000,-1,-1,10,10,10,System.Byte[],10,10,10,1,1,200,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300043106,-1,-1,-90,0,-0.1,0.45,0.375,0.375,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,100,0,0,0,0,0,0,0,8,64,1,0,40,0,15,0,System.Byte[],0.01,-1,-1,-1,0,100000000,210000,9900000,1,100000000,-1,-1,10,10,10,System.Byte[],10,10,10,1,1,200,30,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300043111,-1,-1,-90,0,-0.1,0.45,0.375,0.375,-1,0,0,0,0,1,0,0,1,0,0,0,1,0,100,100,0,0,0,0,0,0,0,8,64,1,0,40,0,15,0,System.Byte[],0.01,-1,-1,-1,0,100001000,210000,9900000,1,100001000,-1,-1,10,10,10,System.Byte[],10,10,10,1,1,30,10,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300043121,-1,-1,-90,0,-25,1,0.25,0.25,-1,0,0,0,0,1,0,0,1,0,0,0,0,0,100,120,0,0,0,0,0,0,0,8,64,1,0,0,0,0,0,System.Byte[],0.01,-1,-1,-1,0,100002000,210000,9900000,1,100002000,-1,-1,125,125,125,System.Byte[],10,10,10,1,1,200,30,0,0,1,0,0,1,1,0,0,3,0,0,3,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
300043131,-1,-1,-90,0,-25,1,0.3,0.3,-1,0,0,0,0,1,0,0,1,0,0,0,0,0,100,120,0,0,0,0,0,0,0,8,64,1,0,0,0,0,0,System.Byte[],0.01,-1,-1,-1,0,100003000,210000,9900000,1,100002000,-1,-1,10,10,10,System.Byte[],10,10,10,1,1,200,30,0,0,1,0,0,1,1,0,0,3,0,0,3,0,0,0,0.1,1,10,5,50,0,255,255,255,-1,System.Byte[]
