ID,physicsAtkRate,magicAtkRate,fireAtkRate,thunderAtkRate,staminaAtkRate,saWeaponAtkRate,saDurabilityRate,correctStrengthRate,correctAgilityRate,correctMagicRate,correctFaithRate,physicsGuardCutRate,magicGuardCutRate,fireGuardCutRate,thunderGuardCutRate,poisonGuardResistRate,diseaseGuardResistRate,bloodGuardResistRate,curseGuardResistRate,staminaGuardDefRate,spEffectId1,spEffectId2,spEffectId3,residentSpEffectId1,residentSpEffectId2,residentSpEffectId3,materialSetId,maxReinforceLevel,darkAtkRate,darkGuardCutRate,correctLuckRate,freezeGuardDefRate,reinforcePriceRate,baseChangePriceRate,enableGemRank,pad2,sleepGuardDefRate,madnessGuardDefRate,baseAtkRate
815,1.23,1.23,2.2,2.2,2.2,1,1,1.28,1.28,1.86,1.86,0.95,1.15,0.95,0.95,0.95,0.95,0.95,0.95,1.12,0,0,0,5,0,0,15,15,2.2,0.95,1.28,0.95,3.8,1,0,System.Byte[],1,1,2.2
816,1.262,1.262,2.28,2.28,2.28,1,1,1.332,1.332,1.924,1.924,0.95,1.16,0.95,0.95,0.95,0.95,0.95,0.95,1.128,0,0,0,6,0,0,16,16,2.28,0.95,1.332,0.95,4,1,0,System.Byte[],1,1,2.28
817,1.294,1.294,2.36,2.36,2.36,1,1,1.384,1.384,1.988,1.988,0.95,1.17,0.95,0.95,0.95,0.95,0.95,0.95,1.136,0,0,0,7,0,0,17,17,2.36,0.95,1.384,0.95,4.2,1,0,System.Byte[],1,1,2.36
818,1.326,1.326,2.44,2.44,2.44,1,1,1.436,1.436,2.052,2.052,0.95,1.18,0.95,0.95,0.95,0.95,0.95,0.95,1.144,0,0,0,8,0,0,18,18,2.44,0.95,1.436,0.95,4.4,1,0,System.Byte[],1,1,2.44
819,1.358,1.358,2.52,2.52,2.52,1,1,1.488,1.488,2.116,2.116,0.95,1.19,0.95,0.95,0.95,0.95,0.95,0.95,1.152,0,0,0,9,0,0,19,19,2.52,0.95,1.488,0.95,4.6,1,0,System.Byte[],1,1,2.52
820,1.39,1.39,2.6,2.6,2.6,1,1,1.54,1.54,2.18,2.18,0.95,1.2,0.95,0.95,0.95,0.95,0.95,0.95,1.16,0,0,0,10,0,0,20,20,2.6,0.95,1.54,0.95,4.8,1,0,System.Byte[],1,1,2.6
821,1.422,1.422,2.68,2.68,2.68,1,1,1.592,1.592,2.244,2.244,0.95,1.21,0.95,0.95,0.95,0.95,0.95,0.95,1.168,0,0,0,1,0,0,21,21,2.68,0.95,1.592,0.95,5,1,0,System.Byte[],1,1,2.68
822,1.454,1.454,2.76,2.76,2.76,1,1,1.644,1.644,2.308,2.308,0.95,1.22,0.95,0.95,0.95,0.95,0.95,0.95,1.176,0,0,0,2,0,0,22,22,2.76,0.95,1.644,0.95,5.2,1,0,System.Byte[],1,1,2.76
823,1.486,1.486,2.84,2.84,2.84,1,1,1.696,1.696,2.372,2.372,0.95,1.23,0.95,0.95,0.95,0.95,0.95,0.95,1.184,0,0,0,3,0,0,23,23,2.84,0.95,1.696,0.95,5.4,1,0,System.Byte[],1,1,2.84
824,1.518,1.518,2.92,2.92,2.92,1,1,1.748,1.748,2.436,2.436,0.95,1.24,0.95,0.95,0.95,0.95,0.95,0.95,1.192,0,0,0,4,0,0,24,24,2.92,0.95,1.748,0.95,5.6,1,0,System.Byte[],1,1,2.92
825,1.55,1.55,3,3,3,1,1,1.8,1.8,2.5,2.5,0.95,1.25,0.95,0.95,0.95,0.95,0.95,0.95,1.2,0,0,0,5,0,0,25,25,3,0.95,1.8,0.95,5.8,1,0,System.Byte[],1,1,3
900,0.9,0.9,0.9,0.9,1,1,1,0.7,0.7,1,1,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,0,0,0.9,0.95,1,0.95,1,1,0,System.Byte[],1,1,1
901,0.952,0.952,0.952,0.952,1.08,1,1,0.756,0.756,1.032,1.032,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.008,0,0,0,0,0,0,1,1,0.952,0.95,1.032,0.95,1,1,0,System.Byte[],1,1,1.08
902,1.004,1.004,1.004,1.004,1.16,1,1,0.812,0.812,1.064,1.064,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.016,0,0,0,0,0,0,2,2,1.004,0.95,1.064,0.95,1.2,1,0,System.Byte[],1,1,1.16
903,1.056,1.056,1.056,1.056,1.24,1,1,0.868,0.868,1.096,1.096,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.024,0,0,0,0,0,0,3,3,1.056,0.95,1.096,0.95,1.4,1,0,System.Byte[],1,1,1.24
904,1.108,1.108,1.108,1.108,1.32,1,1,0.924,0.924,1.128,1.128,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.032,0,0,0,0,0,0,4,4,1.108,0.95,1.128,0.95,1.6,1,0,System.Byte[],1,1,1.32
905,1.16,1.16,1.16,1.16,1.4,1,1,0.98,0.98,1.16,1.16,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.04,0,0,0,0,0,0,5,5,1.16,0.95,1.16,0.95,1.8,1,0,System.Byte[],1,1,1.4
906,1.212,1.212,1.212,1.212,1.48,1,1,1.036,1.036,1.192,1.192,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.048,0,0,0,0,0,0,6,6,1.212,0.95,1.192,0.95,2,1,0,System.Byte[],1,1,1.48
907,1.264,1.264,1.264,1.264,1.56,1,1,1.092,1.092,1.224,1.224,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.056,0,0,0,0,0,0,7,7,1.264,0.95,1.224,0.95,2.2,1,0,System.Byte[],1,1,1.56
908,1.316,1.316,1.316,1.316,1.64,1,1,1.148,1.148,1.256,1.256,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.064,0,0,0,0,0,0,8,8,1.316,0.95,1.256,0.95,2.4,1,0,System.Byte[],1,1,1.64
909,1.368,1.368,1.368,1.368,1.72,1,1,1.204,1.204,1.288,1.288,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.072,0,0,0,0,0,0,9,9,1.368,0.95,1.288,0.95,2.6,1,0,System.Byte[],1,1,1.72
910,1.42,1.42,1.42,1.42,1.8,1,1,1.26,1.26,1.32,1.32,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.08,0,0,0,0,0,0,10,10,1.42,0.95,1.32,0.95,2.8,1,0,System.Byte[],1,1,1.8
911,1.472,1.472,1.472,1.472,1.88,1,1,1.316,1.316,1.352,1.352,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.088,0,0,0,0,0,0,11,11,1.472,0.95,1.352,0.95,3,1,0,System.Byte[],1,1,1.88
912,1.524,1.524,1.524,1.524,1.96,1,1,1.372,1.372,1.384,1.384,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.096,0,0,0,0,0,0,12,12,1.524,0.95,1.384,0.95,3.2,1,0,System.Byte[],1,1,1.96
913,1.576,1.576,1.576,1.576,2.04,1,1,1.428,1.428,1.416,1.416,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.104,0,0,0,0,0,0,13,13,1.576,0.95,1.416,0.95,3.4,1,0,System.Byte[],1,1,2.04
914,1.628,1.628,1.628,1.628,2.12,1,1,1.484,1.484,1.448,1.448,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.112,0,0,0,0,0,0,14,14,1.628,0.95,1.448,0.95,3.6,1,0,System.Byte[],1,1,2.12
915,1.68,1.68,1.68,1.68,2.2,1,1,1.54,1.54,1.48,1.48,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.12,0,0,0,0,0,0,15,15,1.68,0.95,1.48,0.95,3.8,1,0,System.Byte[],1,1,2.2
916,1.732,1.732,1.732,1.732,2.28,1,1,1.596,1.596,1.512,1.512,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.128,0,0,0,0,0,0,16,16,1.732,0.95,1.512,0.95,4,1,0,System.Byte[],1,1,2.28
917,1.784,1.784,1.784,1.784,2.36,1,1,1.652,1.652,1.544,1.544,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.136,0,0,0,0,0,0,17,17,1.784,0.95,1.544,0.95,4.2,1,0,System.Byte[],1,1,2.36
918,1.836,1.836,1.836,1.836,2.44,1,1,1.708,1.708,1.576,1.576,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.144,0,0,0,0,0,0,18,18,1.836,0.95,1.576,0.95,4.4,1,0,System.Byte[],1,1,2.44
919,1.888,1.888,1.888,1.888,2.52,1,1,1.764,1.764,1.608,1.608,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.152,0,0,0,0,0,0,19,19,1.888,0.95,1.608,0.95,4.6,1,0,System.Byte[],1,1,2.52
920,1.94,1.94,1.94,1.94,2.6,1,1,1.82,1.82,1.64,1.64,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.16,0,0,0,0,0,0,20,20,1.94,0.95,1.64,0.95,4.8,1,0,System.Byte[],1,1,2.6
921,1.992,1.992,1.992,1.992,2.68,1,1,1.876,1.876,1.672,1.672,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.168,0,0,0,0,0,0,21,21,1.992,0.95,1.672,0.95,5,1,0,System.Byte[],1,1,2.68
922,2.044,2.044,2.044,2.044,2.76,1,1,1.932,1.932,1.704,1.704,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.176,0,0,0,0,0,0,22,22,2.044,0.95,1.704,0.95,5.2,1,0,System.Byte[],1,1,2.76
923,2.096,2.096,2.096,2.096,2.84,1,1,1.988,1.988,1.736,1.736,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.184,0,0,0,0,0,0,23,23,2.096,0.95,1.736,0.95,5.4,1,0,System.Byte[],1,1,2.84
924,2.148,2.148,2.148,2.148,2.92,1,1,2.044,2.044,1.768,1.768,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.192,0,0,0,0,0,0,24,24,2.148,0.95,1.768,0.95,5.6,1,0,System.Byte[],1,1,2.92
925,2.2,2.2,2.2,2.2,3,1,1,2.1,2.1,1.8,1.8,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.2,0,0,0,0,0,0,25,25,2.2,0.95,1.8,0.95,5.8,1,0,System.Byte[],1,1,3
1000,0.9,0.9,0.9,0.9,1,1,1,0.7,0.7,1,1,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,0,0,0.9,0.95,1,0.95,1,1,0,System.Byte[],1,1,1
1001,0.952,0.952,0.952,0.952,1.08,1,1,0.756,0.756,1.032,1.032,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.008,0,0,0,0,0,0,1,1,0.952,0.95,1.032,0.95,1,1,0,System.Byte[],1,1,1.08
1002,1.004,1.004,1.004,1.004,1.16,1,1,0.812,0.812,1.064,1.064,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.016,0,0,0,0,0,0,2,2,1.004,0.95,1.064,0.95,1.2,1,0,System.Byte[],1,1,1.16
1003,1.056,1.056,1.056,1.056,1.24,1,1,0.868,0.868,1.096,1.096,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.024,0,0,0,0,0,0,3,3,1.056,0.95,1.096,0.95,1.4,1,0,System.Byte[],1,1,1.24
1004,1.108,1.108,1.108,1.108,1.32,1,1,0.924,0.924,1.128,1.128,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.032,0,0,0,0,0,0,4,4,1.108,0.95,1.128,0.95,1.6,1,0,System.Byte[],1,1,1.32
1005,1.16,1.16,1.16,1.16,1.4,1,1,0.98,0.98,1.16,1.16,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.04,0,0,0,0,0,0,5,5,1.16,0.95,1.16,0.95,1.8,1,0,System.Byte[],1,1,1.4
1006,1.212,1.212,1.212,1.212,1.48,1,1,1.036,1.036,1.192,1.192,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.048,0,0,0,0,0,0,6,6,1.212,0.95,1.192,0.95,2,1,0,System.Byte[],1,1,1.48
1007,1.264,1.264,1.264,1.264,1.56,1,1,1.092,1.092,1.224,1.224,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.056,0,0,0,0,0,0,7,7,1.264,0.95,1.224,0.95,2.2,1,0,System.Byte[],1,1,1.56
1008,1.316,1.316,1.316,1.316,1.64,1,1,1.148,1.148,1.256,1.256,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.064,0,0,0,0,0,0,8,8,1.316,0.95,1.256,0.95,2.4,1,0,System.Byte[],1,1,1.64
1009,1.368,1.368,1.368,1.368,1.72,1,1,1.204,1.204,1.288,1.288,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.072,0,0,0,0,0,0,9,9,1.368,0.95,1.288,0.95,2.6,1,0,System.Byte[],1,1,1.72
1010,1.42,1.42,1.42,1.42,1.8,1,1,1.26,1.26,1.32,1.32,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.08,0,0,0,0,0,0,10,10,1.42,0.95,1.32,0.95,2.8,1,0,System.Byte[],1,1,1.8
1011,1.472,1.472,1.472,1.472,1.88,1,1,1.316,1.316,1.352,1.352,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.088,0,0,0,0,0,0,11,11,1.472,0.95,1.352,0.95,3,1,0,System.Byte[],1,1,1.88
1012,1.524,1.524,1.524,1.524,1.96,1,1,1.372,1.372,1.384,1.384,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.096,0,0,0,0,0,0,12,12,1.524,0.95,1.384,0.95,3.2,1,0,System.Byte[],1,1,1.96
1013,1.576,1.576,1.576,1.576,2.04,1,1,1.428,1.428,1.416,1.416,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.104,0,0,0,0,0,0,13,13,1.576,0.95,1.416,0.95,3.4,1,0,System.Byte[],1,1,2.04
1014,1.628,1.628,1.628,1.628,2.12,1,1,1.484,1.484,1.448,1.448,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.112,0,0,0,0,0,0,14,14,1.628,0.95,1.448,0.95,3.6,1,0,System.Byte[],1,1,2.12
1015,1.68,1.68,1.68,1.68,2.2,1,1,1.54,1.54,1.48,1.48,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.12,0,0,0,0,0,0,15,15,1.68,0.95,1.48,0.95,3.8,1,0,System.Byte[],1,1,2.2
1016,1.732,1.732,1.732,1.732,2.28,1,1,1.596,1.596,1.512,1.512,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.128,0,0,0,0,0,0,16,16,1.732,0.95,1.512,0.95,4,1,0,System.Byte[],1,1,2.28
1017,1.784,1.784,1.784,1.784,2.36,1,1,1.652,1.652,1.544,1.544,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.136,0,0,0,0,0,0,17,17,1.784,0.95,1.544,0.95,4.2,1,0,System.Byte[],1,1,2.36
1018,1.836,1.836,1.836,1.836,2.44,1,1,1.708,1.708,1.576,1.576,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.144,0,0,0,0,0,0,18,18,1.836,0.95,1.576,0.95,4.4,1,0,System.Byte[],1,1,2.44
1019,1.888,1.888,1.888,1.888,2.52,1,1,1.764,1.764,1.608,1.608,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.152,0,0,0,0,0,0,19,19,1.888,0.95,1.608,0.95,4.6,1,0,System.Byte[],1,1,2.52
1020,1.94,1.94,1.94,1.94,2.6,1,1,1.82,1.82,1.64,1.64,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.16,0,0,0,0,0,0,20,20,1.94,0.95,1.64,0.95,4.8,1,0,System.Byte[],1,1,2.6
1021,1.992,1.992,1.992,1.992,2.68,1,1,1.876,1.876,1.672,1.672,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.168,0,0,0,0,0,0,21,21,1.992,0.95,1.672,0.95,5,1,0,System.Byte[],1,1,2.68
1022,2.044,2.044,2.044,2.044,2.76,1,1,1.932,1.932,1.704,1.704,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.176,0,0,0,0,0,0,22,22,2.044,0.95,1.704,0.95,5.2,1,0,System.Byte[],1,1,2.76
1023,2.096,2.096,2.096,2.096,2.84,1,1,1.988,1.988,1.736,1.736,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.184,0,0,0,0,0,0,23,23,2.096,0.95,1.736,0.95,5.4,1,0,System.Byte[],1,1,2.84
1024,2.148,2.148,2.148,2.148,2.92,1,1,2.044,2.044,1.768,1.768,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.192,0,0,0,0,0,0,24,24,2.148,0.95,1.768,0.95,5.6,1,0,System.Byte[],1,1,2.92
1025,2.2,2.2,2.2,2.2,3,1,1,2.1,2.1,1.8,1.8,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.2,0,0,0,0,0,0,25,25,2.2,0.95,1.8,0.95,5.8,1,0,System.Byte[],1,1,3
1100,0.9,0.9,0.9,0.9,1,1,1,0.7,0.7,1,1,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,0,0,0.9,0.95,1,0.95,1,1,0,System.Byte[],1,1,1
1101,0.952,0.952,0.952,0.952,1.08,1,1,0.756,0.756,1.032,1.032,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.008,0,0,0,0,0,0,1,1,0.952,0.95,1.032,0.95,1,1,0,System.Byte[],1,1,1.08
1102,1.004,1.004,1.004,1.004,1.16,1,1,0.812,0.812,1.064,1.064,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.016,0,0,0,0,0,0,2,2,1.004,0.95,1.064,0.95,1.2,1,0,System.Byte[],1,1,1.16
1103,1.056,1.056,1.056,1.056,1.24,1,1,0.868,0.868,1.096,1.096,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.024,0,0,0,0,0,0,3,3,1.056,0.95,1.096,0.95,1.4,1,0,System.Byte[],1,1,1.24
1104,1.108,1.108,1.108,1.108,1.32,1,1,0.924,0.924,1.128,1.128,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.032,0,0,0,0,0,0,4,4,1.108,0.95,1.128,0.95,1.6,1,0,System.Byte[],1,1,1.32
1105,1.16,1.16,1.16,1.16,1.4,1,1,0.98,0.98,1.16,1.16,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.04,0,0,0,0,0,0,5,5,1.16,0.95,1.16,0.95,1.8,1,0,System.Byte[],1,1,1.4
1106,1.212,1.212,1.212,1.212,1.48,1,1,1.036,1.036,1.192,1.192,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.048,0,0,0,0,0,0,6,6,1.212,0.95,1.192,0.95,2,1,0,System.Byte[],1,1,1.48
1107,1.264,1.264,1.264,1.264,1.56,1,1,1.092,1.092,1.224,1.224,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.056,0,0,0,0,0,0,7,7,1.264,0.95,1.224,0.95,2.2,1,0,System.Byte[],1,1,1.56
1108,1.316,1.316,1.316,1.316,1.64,1,1,1.148,1.148,1.256,1.256,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.064,0,0,0,0,0,0,8,8,1.316,0.95,1.256,0.95,2.4,1,0,System.Byte[],1,1,1.64
1109,1.368,1.368,1.368,1.368,1.72,1,1,1.204,1.204,1.288,1.288,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.072,0,0,0,0,0,0,9,9,1.368,0.95,1.288,0.95,2.6,1,0,System.Byte[],1,1,1.72
1110,1.42,1.42,1.42,1.42,1.8,1,1,1.26,1.26,1.32,1.32,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.08,0,0,0,0,0,0,10,10,1.42,0.95,1.32,0.95,2.8,1,0,System.Byte[],1,1,1.8
1111,1.472,1.472,1.472,1.472,1.88,1,1,1.316,1.316,1.352,1.352,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.088,0,0,0,0,0,0,11,11,1.472,0.95,1.352,0.95,3,1,0,System.Byte[],1,1,1.88
1112,1.524,1.524,1.524,1.524,1.96,1,1,1.372,1.372,1.384,1.384,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.096,0,0,0,0,0,0,12,12,1.524,0.95,1.384,0.95,3.2,1,0,System.Byte[],1,1,1.96
1113,1.576,1.576,1.576,1.576,2.04,1,1,1.428,1.428,1.416,1.416,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.104,0,0,0,0,0,0,13,13,1.576,0.95,1.416,0.95,3.4,1,0,System.Byte[],1,1,2.04
1114,1.628,1.628,1.628,1.628,2.12,1,1,1.484,1.484,1.448,1.448,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.112,0,0,0,0,0,0,14,14,1.628,0.95,1.448,0.95,3.6,1,0,System.Byte[],1,1,2.12
1115,1.68,1.68,1.68,1.68,2.2,1,1,1.54,1.54,1.48,1.48,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.12,0,0,0,0,0,0,15,15,1.68,0.95,1.48,0.95,3.8,1,0,System.Byte[],1,1,2.2
1116,1.732,1.732,1.732,1.732,2.28,1,1,1.596,1.596,1.512,1.512,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.128,0,0,0,0,0,0,16,16,1.732,0.95,1.512,0.95,4,1,0,System.Byte[],1,1,2.28
1117,1.784,1.784,1.784,1.784,2.36,1,1,1.652,1.652,1.544,1.544,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.136,0,0,0,0,0,0,17,17,1.784,0.95,1.544,0.95,4.2,1,0,System.Byte[],1,1,2.36
1118,1.836,1.836,1.836,1.836,2.44,1,1,1.708,1.708,1.576,1.576,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.144,0,0,0,0,0,0,18,18,1.836,0.95,1.576,0.95,4.4,1,0,System.Byte[],1,1,2.44
1119,1.888,1.888,1.888,1.888,2.52,1,1,1.764,1.764,1.608,1.608,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.152,0,0,0,0,0,0,19,19,1.888,0.95,1.608,0.95,4.6,1,0,System.Byte[],1,1,2.52
1120,1.94,1.94,1.94,1.94,2.6,1,1,1.82,1.82,1.64,1.64,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.16,0,0,0,0,0,0,20,20,1.94,0.95,1.64,0.95,4.8,1,0,System.Byte[],1,1,2.6
1121,1.992,1.992,1.992,1.992,2.68,1,1,1.876,1.876,1.672,1.672,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.168,0,0,0,0,0,0,21,21,1.992,0.95,1.672,0.95,5,1,0,System.Byte[],1,1,2.68
1122,2.044,2.044,2.044,2.044,2.76,1,1,1.932,1.932,1.704,1.704,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.176,0,0,0,0,0,0,22,22,2.044,0.95,1.704,0.95,5.2,1,0,System.Byte[],1,1,2.76
1123,2.096,2.096,2.096,2.096,2.84,1,1,1.988,1.988,1.736,1.736,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.184,0,0,0,0,0,0,23,23,2.096,0.95,1.736,0.95,5.4,1,0,System.Byte[],1,1,2.84
1124,2.148,2.148,2.148,2.148,2.92,1,1,2.044,2.044,1.768,1.768,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.192,0,0,0,0,0,0,24,24,2.148,0.95,1.768,0.95,5.6,1,0,System.Byte[],1,1,2.92
1125,2.2,2.2,2.2,2.2,3,1,1,2.1,2.1,1.8,1.8,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,1.2,0,0,0,0,0,0,25,25,2.2,0.95,1.8,0.95,5.8,1,0,System.Byte[],1,1,3
1200,0.75,1,0.75,1,1,1,1,0.5,0.5,0.9,0.9,0.95,1,0.95,0.95,0.95,0.95,0.95,0.95,1,0,0,0,0,0,0,0,0,1,0.95,0.9,0.95,1,1,0,System.Byte[],1,1,1
1201,0.782,1,0.782,1,1.08,1,1,0.552,0.552,0.964,0.964,0.95,1.01,0.95,0.95,0.95,0.95,0.95,0.95,1.008,0,0,0,0,0,0,1,1,1,0.95,0.964,0.95,1,1,0,System.Byte[],1,1,1.08
1202,0.814,1,0.814,1,1.16,1,1,0.604,0.604,1.028,1.028,0.95,1.02,0.95,0.95,0.95,0.95,0.95,0.95,1.016,0,0,0,0,0,0,2,2,1,0.95,1.028,0.95,1.2,1,0,System.Byte[],1,1,1.16
1203,0.846,1,0.846,1,1.24,1,1,0.656,0.656,1.092,1.092,0.95,1.03,0.95,0.95,0.95,0.95,0.95,0.95,1.024,0,0,0,0,0,0,3,3,1,0.95,1.092,0.95,1.4,1,0,System.Byte[],1,1,1.24
1204,0.878,1,0.878,1,1.32,1,1,0.708,0.708,1.156,1.156,0.95,1.04,0.95,0.95,0.95,0.95,0.95,0.95,1.032,0,0,0,0,0,0,4,4,1,0.95,1.156,0.95,1.6,1,0,System.Byte[],1,1,1.32
1205,0.91,1,0.91,1,1.4,1,1,0.76,0.76,1.22,1.22,0.95,1.05,0.95,0.95,0.95,0.95,0.95,0.95,1.04,0,0,0,0,0,0,5,5,1,0.95,1.22,0.95,1.8,1,0,System.Byte[],1,1,1.4
1206,0.942,1,0.942,1,1.48,1,1,0.812,0.812,1.284,1.284,0.95,1.06,0.95,0.95,0.95,0.95,0.95,0.95,1.048,0,0,0,0,0,0,6,6,1,0.95,1.284,0.95,2,1,0,System.Byte[],1,1,1.48
1207,0.974,1,0.974,1,1.56,1,1,0.864,0.864,1.348,1.348,0.95,1.07,0.95,0.95,0.95,0.95,0.95,0.95,1.056,0,0,0,0,0,0,7,7,1,0.95,1.348,0.95,2.2,1,0,System.Byte[],1,1,1.56
1208,1.006,1,1.006,1,1.64,1,1,0.916,0.916,1.412,1.412,0.95,1.08,0.95,0.95,0.95,0.95,0.95,0.95,1.064,0,0,0,0,0,0,8,8,1,0.95,1.412,0.95,2.4,1,0,System.Byte[],1,1,1.64
1209,1.038,1,1.038,1,1.72,1,1,0.968,0.968,1.476,1.476,0.95,1.09,0.95,0.95,0.95,0.95,0.95,0.95,1.072,0,0,0,0,0,0,9,9,1,0.95,1.476,0.95,2.6,1,0,System.Byte[],1,1,1.72
1210,1.07,1,1.07,1,1.8,1,1,1.02,1.02,1.54,1.54,0.95,1.1,0.95,0.95,0.95,0.95,0.95,0.95,1.08,0,0,0,0,0,0,10,10,1,0.95,1.54,0.95,2.8,1,0,System.Byte[],1,1,1.8
1211,1.102,1,1.102,1,1.88,1,1,1.072,1.072,1.604,1.604,0.95,1.11,0.95,0.95,0.95,0.95,0.95,0.95,1.088,0,0,0,0,0,0,11,11,1,0.95,1.604,0.95,3,1,0,System.Byte[],1,1,1.88
1212,1.134,1,1.134,1,1.96,1,1,1.124,1.124,1.668,1.668,0.95,1.12,0.95,0.95,0.95,0.95,0.95,0.95,1.096,0,0,0,0,0,0,12,12,1,0.95,1.668,0.95,3.2,1,0,System.Byte[],1,1,1.96
1213,1.166,1,1.166,1,2.04,1,1,1.176,1.176,1.732,1.732,0.95,1.13,0.95,0.95,0.95,0.95,0.95,0.95,1.104,0,0,0,0,0,0,13,13,1,0.95,1.732,0.95,3.4,1,0,System.Byte[],1,1,2.04
